datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed
01/09/2011 9:00,1,0,0,1,4.92,3.79,46,35.0008
01/09/2011 10:00,1,0,0,1,5.74,5.305,43,26.0027
01/09/2011 11:00,1,0,0,1,6.56,6.06,40,35.0008
01/09/2011 12:00,1,0,0,1,7.38,6.82,37,30.0026
01/09/2011 13:00,1,0,0,1,8.2,8.335,34,30.0026
01/09/2011 14:00,1,0,0,1,9.02,9.09,32,31.0009
01/09/2011 15:00,1,0,0,1,9.02,9.85,35,23.9994
01/09/2011 16:00,1,0,0,1,8.2,8.335,34,30.0026
01/09/2011 17:00,1,0,0,1,7.38,7.575,37,26.0027
01/09/2011 18:00,1,0,0,1,6.56,6.82,40,22.0028
01/09/2011 19:00,1,0,0,1,6.56,6.82,43,22.0028
01/09/2011 20:00,1,0,0,1,5.74,6.06,46,16.9979
01/09/2011 21:00,1,0,0,1,5.74,5.305,46,27.9993
01/09/2011 22:00,1,0,0,1,5.74,6.06,46,19.9995
01/09/2011 23:00,1,0,0,1,4.92,6.82,50,12.998
01/10/2011 0:00,1,0,1,1,4.92,6.06,50,19.0012
01/10/2011 1:00,1,0,1,1,4.92,6.06,50,19.0012
01/10/2011 2:00,1,0,1,1,4.92,6.06,50,15.0013
01/10/2011 3:00,1,0,1,1,4.92,6.06,50,15.0013
01/10/2011 4:00,1,0,1,1,4.1,6.06,54,8.9981
01/10/2011 5:00,1,0,1,1,4.1,5.305,54,16.9979
01/10/2011 6:00,1,0,1,1,4.92,6.06,50,19.0012
01/10/2011 7:00,1,0,1,1,4.92,6.06,50,15.0013
01/10/2011 8:00,1,0,1,2,4.92,6.06,50,19.0012
01/10/2011 9:00,1,0,1,2,5.74,6.06,50,16.9979
01/10/2011 10:00,1,0,1,2,5.74,6.06,50,19.9995
01/10/2011 11:00,1,0,1,2,6.56,6.82,47,19.0012
01/10/2011 12:00,1,0,1,2,8.2,9.09,40,19.0012
01/10/2011 13:00,1,0,1,2,8.2,9.09,40,19.0012
01/10/2011 14:00,1,0,1,2,8.2,9.85,40,15.0013
01/10/2011 15:00,1,0,1,2,8.2,9.85,40,15.0013
01/10/2011 16:00,1,0,1,1,8.2,10.605,40,8.9981
01/10/2011 17:00,1,0,1,1,8.2,11.365,40,7.0015
01/10/2011 18:00,1,0,1,1,8.2,9.85,40,15.0013
01/10/2011 19:00,1,0,1,1,6.56,8.335,47,11.0014
01/10/2011 20:00,1,0,1,1,6.56,8.335,50,11.0014
01/10/2011 21:00,1,0,1,1,5.74,6.82,59,12.998
01/10/2011 22:00,1,0,1,1,5.74,7.575,59,11.0014
01/10/2011 23:00,1,0,1,1,5.74,7.575,59,11.0014
01/11/2011 0:00,1,0,1,1,5.74,8.335,59,7.0015
01/11/2011 1:00,1,0,1,1,5.74,7.575,59,11.0014
01/11/2011 2:00,1,0,1,2,6.56,7.575,55,12.998
01/11/2011 5:00,1,0,1,2,6.56,9.09,55,8.9981
01/11/2011 6:00,1,0,1,2,6.56,9.09,55,8.9981
01/11/2011 7:00,1,0,1,2,6.56,11.365,55,0
01/11/2011 8:00,1,0,1,2,7.38,10.605,51,6.0032
01/11/2011 9:00,1,0,1,2,7.38,9.85,51,11.0014
01/11/2011 10:00,1,0,1,2,8.2,10.605,51,11.0014
01/11/2011 11:00,1,0,1,2,8.2,10.605,47,8.9981
01/11/2011 12:00,1,0,1,2,8.2,11.365,51,7.0015
01/11/2011 13:00,1,0,1,2,8.2,11.365,59,6.0032
01/11/2011 14:00,1,0,1,2,8.2,11.365,59,6.0032
01/11/2011 15:00,1,0,1,2,6.56,9.85,80,6.0032
01/11/2011 16:00,1,0,1,2,6.56,7.575,86,15.0013
01/11/2011 17:00,1,0,1,2,6.56,7.575,86,15.0013
01/11/2011 18:00,1,0,1,3,6.56,9.09,93,7.0015
01/11/2011 19:00,1,0,1,3,6.56,11.365,93,0
01/11/2011 20:00,1,0,1,3,6.56,7.575,93,12.998
01/11/2011 21:00,1,0,1,3,6.56,9.85,86,6.0032
01/11/2011 22:00,1,0,1,3,6.56,9.09,93,7.0015
01/11/2011 23:00,1,0,1,3,6.56,9.85,93,6.0032
01/12/2011 0:00,1,0,1,2,6.56,9.85,86,6.0032
01/12/2011 1:00,1,0,1,2,6.56,9.09,86,7.0015
01/12/2011 2:00,1,0,1,1,5.74,7.575,86,8.9981
01/12/2011 5:00,1,0,1,1,5.74,7.575,86,11.0014
01/12/2011 6:00,1,0,1,1,4.92,7.575,93,8.9981
01/12/2011 7:00,1,0,1,1,5.74,7.575,69,8.9981
01/12/2011 8:00,1,0,1,1,6.56,8.335,59,11.0014
01/12/2011 9:00,1,0,1,1,6.56,6.82,59,22.0028
01/12/2011 10:00,1,0,1,1,7.38,9.09,55,15.0013
01/12/2011 11:00,1,0,1,1,8.2,9.09,51,26.0027
01/12/2011 12:00,1,0,1,1,8.2,7.575,47,39.0007
01/12/2011 13:00,1,0,1,1,9.02,9.85,44,23.9994
01/12/2011 14:00,1,0,1,1,8.2,9.09,47,22.0028
01/12/2011 15:00,1,0,1,1,8.2,8.335,47,27.9993
01/12/2011 16:00,1,0,1,1,9.02,9.85,44,22.0028
01/12/2011 17:00,1,0,1,1,8.2,9.09,47,23.9994
01/12/2011 18:00,1,0,1,1,8.2,7.575,47,35.0008
01/12/2011 19:00,1,0,1,1,7.38,7.575,47,27.9993
01/12/2011 20:00,1,0,1,1,6.56,6.82,50,22.0028
01/12/2011 21:00,1,0,1,1,6.56,6.82,55,22.0028
01/12/2011 22:00,1,0,1,1,6.56,6.06,55,30.0026
01/12/2011 23:00,1,0,1,1,5.74,5.305,59,27.9993
01/13/2011 0:00,1,0,1,1,5.74,6.06,59,19.0012
01/13/2011 1:00,1,0,1,1,5.74,6.06,50,19.0012
01/13/2011 2:00,1,0,1,1,5.74,6.06,50,23.9994
01/13/2011 3:00,1,0,1,1,5.74,6.06,50,22.0028
01/13/2011 4:00,1,0,1,1,5.74,6.06,50,16.9979
01/13/2011 5:00,1,0,1,1,5.74,6.06,50,19.9995
01/13/2011 6:00,1,0,1,1,4.92,7.575,54,8.9981
01/13/2011 7:00,1,0,1,1,4.92,7.575,54,8.9981
01/13/2011 8:00,1,0,1,1,5.74,6.82,50,12.998
01/13/2011 9:00,1,0,1,1,5.74,6.06,50,22.0028
01/13/2011 10:00,1,0,1,2,6.56,6.82,50,23.9994
01/13/2011 11:00,1,0,1,2,8.2,8.335,44,30.0026
01/13/2011 12:00,1,0,1,1,8.2,8.335,44,27.9993
01/13/2011 13:00,1,0,1,1,9.02,9.85,41,30.0026
01/13/2011 14:00,1,0,1,1,9.02,9.85,41,26.0027
01/13/2011 15:00,1,0,1,1,9.84,10.605,38,19.9995
01/13/2011 16:00,1,0,1,1,9.84,10.605,38,23.9994
01/13/2011 17:00,1,0,1,1,8.2,9.09,40,19.0012
01/13/2011 18:00,1,0,1,1,8.2,9.09,40,22.0028
01/13/2011 19:00,1,0,1,1,6.56,7.575,47,16.9979
01/13/2011 20:00,1,0,1,1,6.56,7.575,47,15.0013
01/13/2011 21:00,1,0,1,1,5.74,6.06,46,19.9995
01/13/2011 22:00,1,0,1,1,5.74,6.06,46,22.0028
01/13/2011 23:00,1,0,1,1,4.92,6.82,50,12.998
01/14/2011 0:00,1,0,1,1,4.92,6.82,50,12.998
01/14/2011 1:00,1,0,1,1,4.1,6.06,54,11.0014
01/14/2011 2:00,1,0,1,1,4.1,6.06,54,8.9981
01/14/2011 3:00,1,0,1,1,4.1,6.82,54,7.0015
01/14/2011 5:00,1,0,1,1,4.1,6.82,54,6.0032
01/14/2011 6:00,1,0,1,1,4.1,9.09,54,0
01/14/2011 7:00,1,0,1,1,4.1,6.06,74,11.0014
01/14/2011 8:00,1,0,1,1,4.92,8.335,68,0
01/14/2011 9:00,1,0,1,1,5.74,7.575,69,8.9981
01/14/2011 10:00,1,0,1,1,7.38,9.09,55,12.998
01/14/2011 11:00,1,0,1,1,7.38,8.335,51,19.0012
01/14/2011 12:00,1,0,1,1,8.2,9.85,44,16.9979
01/14/2011 13:00,1,0,1,1,9.02,9.85,37,26.0027
01/14/2011 14:00,1,0,1,1,9.02,10.605,41,19.0012
01/14/2011 15:00,1,0,1,1,9.84,12.12,38,11.0014
01/14/2011 16:00,1,0,1,1,9.02,12.12,41,7.0015
01/14/2011 17:00,1,0,1,1,9.02,11.365,41,11.0014
01/14/2011 18:00,1,0,1,1,8.2,12.88,47,0
01/14/2011 19:00,1,0,1,1,6.56,9.85,59,6.0032
01/14/2011 20:00,1,0,1,1,7.38,12.12,59,0
01/14/2011 21:00,1,0,1,1,6.56,11.365,69,0
01/14/2011 22:00,1,0,1,2,6.56,11.365,69,0
01/14/2011 23:00,1,0,1,2,7.38,12.12,55,0
01/15/2011 0:00,1,0,0,1,7.38,12.12,55,0
01/15/2011 1:00,1,0,0,2,6.56,9.85,59,6.0032
01/15/2011 2:00,1,0,0,2,6.56,9.85,59,6.0032
01/15/2011 3:00,1,0,0,2,6.56,11.365,59,0
01/15/2011 4:00,1,0,0,2,6.56,11.365,59,0
01/15/2011 5:00,1,0,0,1,6.56,11.365,59,0
01/15/2011 6:00,1,0,0,1,5.74,8.335,63,7.0015
01/15/2011 7:00,1,0,0,1,5.74,10.605,63,0
01/15/2011 8:00,1,0,0,1,5.74,7.575,63,8.9981
01/15/2011 9:00,1,0,0,1,6.56,9.09,64,8.9981
01/15/2011 10:00,1,0,0,1,7.38,9.85,59,11.0014
01/15/2011 11:00,1,0,0,1,8.2,9.85,55,15.0013
01/15/2011 12:00,1,0,0,1,9.84,11.365,48,15.0013
01/15/2011 13:00,1,0,0,1,11.48,12.88,38,19.9995
01/15/2011 14:00,1,0,0,1,12.3,14.395,39,19.0012
01/15/2011 15:00,1,0,0,2,13.12,15.91,36,12.998
01/15/2011 16:00,1,0,0,2,13.94,16.665,34,12.998
01/15/2011 17:00,1,0,0,2,13.12,15.15,36,19.0012
01/15/2011 18:00,1,0,0,2,12.3,14.395,45,16.9979
01/15/2011 19:00,1,0,0,2,13.12,15.15,39,16.9979
01/15/2011 20:00,1,0,0,2,13.12,15.15,39,16.9979
01/15/2011 21:00,1,0,0,2,13.12,15.15,39,15.0013
01/15/2011 22:00,1,0,0,2,12.3,15.91,42,7.0015
01/15/2011 23:00,1,0,0,1,12.3,14.395,45,19.0012
01/16/2011 0:00,1,0,0,1,10.66,15.15,56,0
01/16/2011 1:00,1,0,0,1,10.66,13.635,56,8.9981
01/16/2011 2:00,1,0,0,1,10.66,14.395,56,6.0032
01/16/2011 3:00,1,0,0,1,9.02,13.635,69,0
01/16/2011 4:00,1,0,0,1,10.66,12.88,56,11.0014
01/16/2011 5:00,1,0,0,2,10.66,12.88,56,11.0014
01/16/2011 6:00,1,0,0,2,10.66,12.88,56,11.0014
01/16/2011 7:00,1,0,0,2,9.84,10.605,56,19.9995
01/16/2011 8:00,1,0,0,1,9.02,10.605,55,19.0012
01/16/2011 9:00,1,0,0,1,9.02,10.605,51,16.9979
01/16/2011 10:00,1,0,0,1,9.02,10.605,51,19.0012
01/16/2011 11:00,1,0,0,1,9.84,11.365,44,16.9979
01/16/2011 12:00,1,0,0,1,9.84,10.605,41,19.0012
01/16/2011 13:00,1,0,0,1,10.66,11.365,35,19.9995
01/16/2011 14:00,1,0,0,1,11.48,13.635,36,16.9979
01/16/2011 15:00,1,0,0,1,10.66,12.12,38,16.9979
01/16/2011 16:00,1,0,0,1,9.84,11.365,38,15.0013
01/16/2011 17:00,1,0,0,1,9.02,10.605,37,16.9979
01/16/2011 18:00,1,0,0,1,8.2,10.605,40,11.0014
01/16/2011 19:00,1,0,0,1,7.38,9.85,47,8.9981
01/16/2011 20:00,1,0,0,1,7.38,9.85,47,11.0014
01/16/2011 21:00,1,0,0,1,7.38,9.85,51,11.0014
01/16/2011 22:00,1,0,0,2,8.2,10.605,49,8.9981
01/16/2011 23:00,1,0,0,2,8.2,11.365,40,7.0015
01/17/2011 0:00,1,1,0,2,8.2,9.85,47,15.0013
01/17/2011 1:00,1,1,0,2,8.2,9.85,44,12.998
01/17/2011 2:00,1,1,0,2,7.38,8.335,43,16.9979
01/17/2011 3:00,1,1,0,2,7.38,9.09,43,12.998
01/17/2011 4:00,1,1,0,2,7.38,9.85,43,8.9981
01/17/2011 5:00,1,1,0,2,7.38,9.85,43,11.0014
01/17/2011 6:00,1,1,0,2,7.38,9.09,43,12.998
01/17/2011 7:00,1,1,0,2,6.56,9.09,50,8.9981
01/17/2011 8:00,1,1,0,2,6.56,7.575,47,15.0013
01/17/2011 9:00,1,1,0,2,6.56,7.575,47,15.0013
01/17/2011 10:00,1,1,0,2,6.56,7.575,50,16.9979
01/17/2011 11:00,1,1,0,2,6.56,7.575,55,12.998
01/17/2011 12:00,1,1,0,2,7.38,9.85,47,8.9981
01/17/2011 13:00,1,1,0,2,7.38,9.85,47,8.9981
01/17/2011 14:00,1,1,0,2,7.38,10.605,43,7.0015
01/17/2011 15:00,1,1,0,2,8.2,10.605,47,11.0014
01/17/2011 16:00,1,1,0,2,8.2,10.605,47,11.0014
01/17/2011 17:00,1,1,0,1,8.2,9.85,51,12.998
01/17/2011 18:00,1,1,0,2,7.38,8.335,55,16.9979
01/17/2011 19:00,1,1,0,3,7.38,9.09,59,12.998
01/17/2011 20:00,1,1,0,3,6.56,7.575,80,12.998
01/17/2011 21:00,1,1,0,3,6.56,7.575,80,12.998
01/17/2011 22:00,1,1,0,3,5.74,6.06,93,16.9979
01/17/2011 23:00,1,1,0,3,6.56,6.82,86,19.0012
01/18/2011 12:00,1,0,1,2,8.2,9.09,86,22.0028
01/18/2011 13:00,1,0,1,2,8.2,9.85,86,15.0013
01/18/2011 14:00,1,0,1,2,9.02,11.365,80,11.0014
01/18/2011 15:00,1,0,1,2,9.02,11.365,87,11.0014
01/18/2011 16:00,1,0,1,2,9.02,11.365,87,12.998
01/18/2011 17:00,1,0,1,2,9.02,11.365,82,12.998
01/18/2011 18:00,1,0,1,2,9.02,11.365,80,11.0014
01/18/2011 19:00,1,0,1,2,9.02,11.365,80,8.9981
01/18/2011 20:00,1,0,1,2,9.02,13.635,87,0
01/18/2011 21:00,1,0,1,2,9.02,12.12,93,7.0015
01/18/2011 22:00,1,0,1,2,9.02,12.88,93,6.0032
01/18/2011 23:00,1,0,1,2,9.02,13.635,93,0
01/19/2011 0:00,1,0,1,2,9.02,13.635,93,0
01/19/2011 1:00,1,0,1,3,9.02,11.365,93,8.9981
01/19/2011 2:00,1,0,1,3,9.02,11.365,93,8.9981
01/19/2011 4:00,1,0,1,3,9.02,11.365,93,8.9981
01/19/2011 5:00,1,0,1,2,9.02,12.88,93,6.0032
01/19/2011 6:00,1,0,1,2,9.02,12.88,93,6.0032
